date,inn,count,outs,trackmanPitchUID,TrackmanGameID,playGuid,TeamId,GameID,ContactY,ContactX,CThrowDownLineDist,ContactZ,PickAttBase,SBA2,SBA3,CTimeToBase,CThrowBase,CExchTime,CThrowHeight,CThrowSpd,DelivTime,ForwVel,HangTime,BrkY,SB3,SB2,xWOBA,LandAng,ABResult,xSLG,xISO,xAVG,PitchHand,BatterHand,PopTime,PlayDesc,ManOn2nd,ManOn3rd,ManOn1st,PZNorm,PXNorm,Tilt,SpinDir,RelX,RelZ,HorzRelAngle,HorzApprAngle,VertRelAngle,VertApprAngle,IndVertBrk,HRDst,HorzBrk,FBDst,ExitDir,Extension,pitcher,batter,type,pitchResult,Vel,Spin,ExitVel,LaunchAng,pCallStrk%
2025-05-20 01:00:00,Bot 3,1-1,2,42fe36f0-358e-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-2965-2976,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,BB,-,-,-,R,L,-,,1,,1,-0.7352914285714286,0.30542117647058825,1:25,222.6,-24.9,67.3,-3.72,-1.33,-2.79,-5.61,15.1,-,13.1,-,-,7.07,Horn,Hodo,Fastball,Strike Looking,95.1,2259.4,-,-,95.7%
2025-05-20 01:00:00,Bot 3,1-2,2,4f8304a0-358e-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-2987-2997,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,BB,-,-,-,R,L,-,,1,,1,-1.8318171428571428,0.7000658823529411,8:36,78.0,-27.5,67.3,-2.02,-4.06,-1.43,-8.97,-1.2,-,-11.2,-,-,6.56,Horn,Hodo,Slider,Ball,82.9,2132.6,-,-,1.3%
2025-05-20 01:00:00,Bot 3,2-2,2,62c82f40-358e-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-3019-3030,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,BB,-,-,-,R,L,-,,1,,1,-0.9990742857142857,1.9167388235294118,9:00,90.0,-28.1,66.7,-3.35,-4.73,-0.88,-7.86,1.2,-,-7.6,-,-,6.71,Horn,Hodo,Slider,Ball,83.9,2145.7,-,-,0.6%
2025-05-20 01:00:00,Bot 3,3-2,2,718364f0-358e-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-3044-3060,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,.697,-,BB,-,-,-,R,L,-,W.2-3;1-2,1,,1,-0.6798628571428572,1.7394070588235293,1:27,223.6,-27.5,66.5,-5.00,-2.76,-2.62,-5.54,13.9,-,12.3,-,-,7.10,Horn,Hodo,Fastball,Walk,96.7,2267.8,-,-,4.6%
2025-05-20 01:00:00,Bot 3,0-0,2,92129e80-358d-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-2669-2679,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,IP_OUT,-,-,-,R,L,-,,,,1,-0.172662857142857,1.7206023529411765,1:31,225.5,-24.7,67.5,-4.85,-2.36,-2.29,-5.04,14.2,-,13.6,-,-,7.06,Horn,Snell,Fastball,Ball,96.8,2205.4,-,-,5.7%
2025-05-20 01:00:00,Bot 3,1-0,2,9e4ef180-358d-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-2688-2704,730206976,257794396,1.05,0.35,-,2.82,0,,,-,0,-,-,-,-,92.6,0.46s,-,,,.313,41.0,IP_OUT,.438,.144,.294,R,L,-,3/G.1-2,,,1,0.14288000000000015,0.8405929411764704,1:23,221.4,-26.5,66.1,-4.12,-2.06,-1.76,-4.71,13.6,58.8,11.3,135.3,39.7,7.06,Horn,Snell,Fastball,Ground Out,95.6,2231.0,92.6,-0.1,96.7%
2025-05-20 01:00:00,Bot 3,0-0,2,895061a0-358e-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-3085-3094,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,K,-,-,-,R,R,-,,1,1,1,0.5941600000000002,0.06465882352941177,1:34,227.0,-26.1,68.6,-3.61,-1.26,-1.45,-4.65,13.0,-,12.8,-,-,7.00,Horn,Torres,Fastball,Strike Looking,95.5,2194.9,-,-,96.7%
2025-05-20 01:00:00,Bot 3,0-1,2,94c10030-358e-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-3103-3113,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,K,-,-,-,R,R,-,,1,1,1,-0.6774285714285716,0.7634258823529412,1:24,222.1,-23.9,68.4,-3.82,-1.74,-2.68,-5.81,13.7,-,11.4,-,-,6.99,Horn,Torres,Fastball,Strike Looking,95.2,2206.9,-,-,97.1%
2025-05-20 01:00:00,Bot 3,0-2,2,a1605ac0-358e-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-3123-3136,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,.000,-,K,.000,.000,.000,R,R,-,K/S,1,1,1,-1.6981942857142855,0.640404705882353,7:53,56.4,-26.4,66.4,-2.02,-3.77,-0.95,-9.05,-5.1,-,-9.6,-,-,6.55,Horn,Torres,Slider,Strikeout (Swinging),84.4,2224.9,-,-,1.0%
2025-05-20 01:00:00,Bot 3,0-0,0,e7c90590-358c-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-2383-2393,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,S,-,-,-,R,L,-,,,,,-0.300537142857143,-1.3400894117647058,1:39,229.6,-26.2,68.3,-2.63,-0.07,-2.12,-5.60,13.0,-,14.1,-,-,6.73,Horn,Fowler,Fastball,Strike Looking,93.5,2133.9,-,-,79.8%
2025-05-20 01:00:00,Bot 3,0-1,0,f3c67ad0-358c-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-2399-2414,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,S,-,-,-,R,L,-,,,,,0.9530285714285712,0.04603764705882353,1:25,222.4,-26.4,66.4,-3.54,-1.35,-0.99,-4.00,14.1,-,12.0,-,-,6.84,Horn,Fowler,Fastball,Foul,95.7,2219.9,-,-,74.9%
2025-05-20 01:00:00,Bot 3,0-2,0,03f6c450-358d-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-2430-2449,730206976,257794396,0.31,0.72,-,2.81,0,,,-,0,-,-,-,-,53.5,3.70s,-,,,.457,-30.4,S,.518,.005,.514,R,L,-,S/7,,,,0.3654285714285714,0.9887011764705882,1:08,213.9,-26.6,68.3,-4.15,-2.26,-1.98,-4.49,16.5,209.8,10.4,209.8,-20.2,6.94,Horn,Fowler,Fastball,Single on a Fly Ball,96.4,2166.2,66.4,36.3,84.3%
2025-05-20 01:00:00,Bot 3,0-0,2,b9869070-358d-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-2736-2746,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,BB,-,-,-,R,R,-,,1,,,0.20637714285714281,4.004103529411765,9:00,90.1,-28.2,65.5,-4.68,-6.67,0.41,-6.67,1.2,-,-11.0,-,-,6.90,Horn,Bonomolo Jr.,Slider,Ball,83.3,2015.5,-,-,0.0%
2025-05-20 01:00:00,Bot 3,1-0,2,c7660c20-358d-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-2759-2769,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,BB,-,-,-,R,R,-,,1,,,-1.1066057142857144,1.1785976470588235,9:03,91.4,-26.6,63.7,-2.31,-4.39,-0.74,-7.71,1.5,-,-11.4,-,-,6.92,Horn,Bonomolo Jr.,Slider,Ball,83.3,2097.0,-,-,39.3%
2025-05-20 01:00:00,Bot 3,2-0,2,d39e1960-358d-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-2779-2790,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,BB,-,-,-,R,R,-,,1,,,-1.3355314285714286,2.4939105882352943,8:18,69.1,-27.0,64.8,-3.83,-4.97,-0.86,-8.20,-1.3,-,-6.2,-,-,6.92,Horn,Bonomolo Jr.,Slider,Strike Swinging,83.9,2079.8,-,-,0.0%
2025-05-20 01:00:00,Bot 3,2-1,2,e05bd160-358d-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-2800-2810,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,BB,-,-,-,R,R,-,,1,,,-0.3257142857142859,1.6490117647058824,1:37,228.7,-23.7,67.0,-4.54,-2.36,-2.10,-5.42,11.3,-,12.0,-,-,6.98,Horn,Bonomolo Jr.,Fastball,Ball,96.5,2186.3,-,-,39.7%
2025-05-20 01:00:00,Bot 3,3-1,2,eee34ce0-358d-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-2824-2842,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,.697,-,BB,-,-,-,R,R,-,W,1,,,-0.5854514285714286,2.238635294117647,8:32,75.9,-28.2,64.6,-3.61,-5.00,-0.17,-7.43,-0.8,-,-7.6,-,-,6.87,Horn,Bonomolo Jr.,Slider,Walk,83.9,2134.0,-,-,0.0%
2025-05-20 01:00:00,Bot 4,0-0,2,c7872150-3590-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-3871-3883,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,S,-,-,-,L,R,-,,1,,1,0.3705371428571428,-0.7968141176470588,9:42,111.0,23.1,67.8,4.01,1.38,-0.24,-6.07,6.8,-,-14.6,-,-,6.30,Libbert,Lebron,Changeup,Strike Looking,85.1,1576.2,-,-,96.3%
2025-05-20 01:00:00,Bot 4,0-1,2,d1669890-3590-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-3890-3907,730206976,257794396,0.65,0.85,-,3.64,0,,,-,0,-,-,-,-,-,-,-,,,-,-,S,-,-,-,L,R,-,,1,,1,0.6486285714285717,0.18300705882352938,10:36,137.8,21.9,68.4,2.98,0.67,-1.31,-4.52,15.3,-,-12.9,-,40.3,5.83,Libbert,Lebron,Fastball,Foul,93.4,2309.5,87.6,49.7,98.1%
2025-05-20 01:00:00,Bot 4,0-2,2,e508fe60-3590-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-3923-3940,730206976,257794396,1.21,-0.21,-,2.57,0,,,-,0,-,-,-,-,82.2,2.25s,-,,,.877,-14.5,S,.990,.000,.990,L,R,-,S/7(RBI).2-H;1-3,1,,1,0.09042285714285724,-0.31130823529411766,1:20,219.9,23.1,67.4,1.78,2.84,-0.19,-6.57,8.5,213.5,5.9,213.5,-13.1,5.90,Libbert,Lebron,Slider,Single on a Line Drive,80.9,2456.3,85.7,16.4,96.0%
2025-05-20 01:00:00,Bot 4,0-0,2,057b6bb0-3591-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-3975-3987,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,S,-,-,-,L,L,-,,,1,1,-0.4151885714285716,-1.7091388235294116,10:29,134.6,20.1,70.3,4.32,1.92,-2.40,-5.81,14.2,-,-13.4,-,-,6.18,Libbert,Snell,Fastball,Ball,92.8,2206.9,-,-,19.9%
2025-05-20 01:00:00,Bot 4,1-0,2,29a9a880-3591-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-4037-4054,730206976,257794396,0.28,-0.78,-,2.32,0,,,-,0,-,-,-,-,100.6,0.71s,-,,,.450,-10.0,S,.522,.025,.497,L,L,-,S/7(RBI).3-H;1-3,,1,1,-0.09145142857142881,-1.0114870588235294,2:14,246.9,23.2,68.6,2.07,3.61,-0.03,-7.19,4.8,94.9,8.6,140.0,-6.4,5.71,Libbert,Snell,Slider,Single on a Ground Ball,79.4,2432.8,100.8,3.7,97.0%
2025-05-20 01:00:00,Bot 4,0-0,1,343b9c50-3590-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-3622-3638,730206976,257794396,0.78,0.39,-,2.71,0,,,-,0,-,-,-,-,-,-,-,,,-,-,K,-,-,-,L,R,-,,,,,0.22494857142857125,0.4463576470588235,10:38,139.1,20.3,68.5,2.69,0.29,-1.76,-4.91,16.5,-,-13.3,-,130.5,6.14,Libbert,Staton,Fastball,Foul,91.5,2134.5,84.5,65.9,98.0%
2025-05-20 01:00:00,Bot 4,0-1,1,3f6769b0-3590-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-3643-3655,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,K,-,-,-,L,R,-,,,,,-0.8131885714285715,-0.7661505882352941,3:09,274.3,21.1,67.2,1.50,3.40,-0.20,-8.10,0.5,-,10.7,-,-,5.41,Libbert,Staton,Slider,Strike Swinging,80.2,2510.3,-,-,90.1%
2025-05-20 01:00:00,Bot 4,0-2,1,49123c60-3590-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-3660-3671,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,.000,-,K,.000,.000,.000,L,R,-,K/S,,,,-0.29348571428571446,-0.8454070588235293,2:35,257.4,21.6,66.4,1.52,3.60,0.20,-7.41,4.0,-,11.7,-,-,5.40,Libbert,Staton,Slider,Strikeout (Swinging),78.9,2376.2,-,-,89.2%
2025-05-20 01:00:00,Bot 4,0-0,0,0c6f2a20-3590-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-3559-3568,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,IP_OUT,-,-,-,L,L,-,,,,,0.9209828571428572,1.6907717647058822,10:38,139.2,21.8,70.0,1.74,-0.41,-1.11,-4.52,14.9,-,-12.0,-,-,5.97,Libbert,Neal,Fastball,Ball,91.9,2138.7,-,-,1.6%
2025-05-20 01:00:00,Bot 4,1-0,0,148441a0-3590-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-3573-3583,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,IP_OUT,-,-,-,L,L,-,,,,,1.8934857142857138,0.8245835294117647,10:54,146.8,23.2,69.1,2.15,0.78,0.15,-3.77,12.5,-,-7.6,-,-,6.16,Libbert,Neal,Fastball,Ball,90.6,2123.0,-,-,2.3%
2025-05-20 01:00:00,Bot 4,2-0,0,1da96990-3590-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-3587-3603,730206976,257794396,1.48,0.24,-,2.55,0,,,-,0,-,-,-,-,93.8,0.41s,-,,,.338,-7.0,IP_OUT,.384,.005,.379,L,L,-,63/G,,,,0.03179428571428592,0.31704,10:28,133.8,21.2,69.2,2.78,0.55,-1.68,-5.46,12.8,54.5,-12.4,136.0,-6.7,6.12,Libbert,Neal,Fastball,Ground Out,91.0,2030.1,93.9,1.5,98.3%
2025-05-20 01:00:00,Bot 4,0-0,2,5ee34200-3590-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-3691-3709,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,S,-,-,-,L,R,-,,,,,1.512982857142857,0.5112141176470588,10:38,139.2,20.8,68.8,2.44,0.51,-0.35,-3.94,13.5,-,-10.8,-,74.1,5.92,Libbert,Norton,Fastball,Foul,92.6,2062.0,100.8,15.7,3.7%
2025-05-20 01:00:00,Bot 4,0-1,2,6b6306a0-3590-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-3719-3737,730206976,257794396,-0.24,-0.15,-,2.98,0,,,-,0,-,-,-,-,63.9,4.45s,-,,,.090,15.3,S,.104,.004,.100,L,R,-,S/89,,,,0.61256,-0.1962635294117647,10:45,142.3,21.0,68.1,2.86,1.24,-1.07,-4.80,12.6,260.9,-9.0,260.9,8.0,6.27,Libbert,Norton,Fastball,Single on a Fly Ball,92.1,2249.1,78.6,35.7,96.6%
2025-05-20 01:00:00,Bot 4,0-0,2,875edff0-3590-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-3766-3776,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,BB,-,-,-,L,L,-,,,,1,-0.4913485714285716,-1.3365741176470587,2:08,244.2,21.5,68.4,2.06,3.81,-0.49,-7.50,6.2,-,9.8,-,-,5.72,Libbert,Fowler,Slider,Strike Swinging,80.0,2469.0,-,-,81.1%
2025-05-20 01:00:00,Bot 4,0-1,2,90b57820-3590-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-3779-3791,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,BB,-,-,-,L,L,-,,,,1,-1.4346857142857143,-2.665044705882353,1:48,234.0,22.6,68.0,3.34,4.74,-1.47,-8.13,6.9,-,7.9,-,-,5.64,Libbert,Fowler,Slider,Ball,80.2,2438.2,-,-,0.0%
2025-05-20 01:00:00,Bot 4,1-1,2,9b4e7b60-3590-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-3799-3809,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,BB,-,-,-,L,L,-,,,,1,-0.24927999999999986,-1.5605647058823529,10:35,137.6,21.1,69.0,4.08,2.12,-1.97,-5.70,13.0,-,-10.9,-,-,6.32,Libbert,Fowler,Fastball,Ball,91.9,2342.7,-,-,43.8%
2025-05-20 01:00:00,Bot 4,2-1,2,a6d14260-3590-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-3818-3828,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,BB,-,-,-,L,L,-,,,,1,-0.7101714285714286,-2.228456470588235,10:38,138.8,21.3,68.4,4.61,2.65,-2.44,-5.99,13.4,-,-10.9,-,-,6.29,Libbert,Fowler,Fastball,Ball,92.4,2387.2,-,-,0.0%
2025-05-20 01:00:00,Bot 4,3-1,2,b359b990-3590-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-3837-3855,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,.697,-,BB,-,-,-,L,L,-,W.1-2,,,1,-0.7906857142857143,-2.8261835294117645,2:19,249.4,21.2,68.4,3.17,4.89,-0.71,-7.75,4.8,-,9.7,-,-,5.56,Libbert,Fowler,Slider,Walk,80.1,2504.4,-,-,0.0%
2025-05-20 01:00:00,Bot 4,0-0,2,49099460-3591-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-4089-4101,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,FC,-,-,-,L,R,-,,,1,1,-0.7786171428571428,-0.11552470588235293,10:18,128.9,21.8,68.6,3.33,0.78,-2.44,-6.16,12.5,-,-14.2,-,-,6.19,Libbert,Bonomolo Jr.,Fastball,Strike Looking,92.9,2262.4,-,-,96.1%
2025-05-20 01:00:00,Bot 4,0-1,2,530238f0-3591-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-4108-4121,730206976,257794396,0.63,0.15,-,1.76,0,,,-,0,-,-,-,-,73.1,0.02s,-,,,.114,-20.0,FC,.129,.001,.128,L,R,-,FC5.1X2(54),,1,1,-0.7414514285714287,0.22236705882352942,10:04,121.8,22.4,67.6,2.87,0.84,-1.59,-6.79,8.1,3.0,-11.2,123.8,-27.7,6.35,Libbert,Bonomolo Jr.,Changeup,Fielder's Choice,87.5,1414.4,89.5,-35.2,95.4%
2025-05-20 01:00:00,Bot 5,0-0,0,2e927460-3593-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-4804-4813,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,IP_OUT,-,-,-,L,L,-,,,,,0.5891885714285715,-0.41387294117647055,11:00,150.0,20.4,69.1,2.98,1.33,-1.44,-4.71,17.2,-,-9.2,-,-,6.19,Libbert,Hodo,Fastball,Strike Looking,90.8,2283.4,-,-,97.5%
2025-05-20 01:00:00,Bot 5,0-1,0,37147e80-3593-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-4818-4828,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,IP_OUT,-,-,-,L,L,-,,,,,1.4218285714285714,0.04040470588235294,10:25,132.3,22.0,69.3,3.39,0.51,-0.59,-3.98,15.6,-,-16.0,-,-,6.15,Libbert,Hodo,Fastball,Strike Looking,91.3,2434.0,-,-,10.9%
2025-05-20 01:00:00,Bot 5,0-2,0,40e72480-3593-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-4832-4848,730206976,257794396,0.37,-0.32,-,1.71,0,,,-,0,-,-,-,-,99.4,0.23s,-,,,.351,-14.0,IP_OUT,.399,.005,.394,L,L,-,63/G,,,,-0.7604799999999999,-0.3945035294117647,2:30,255.0,20.9,67.9,1.37,2.97,-0.52,-7.87,3.8,32.3,8.9,139.2,-13.1,5.58,Libbert,Hodo,Slider,Ground Out,80.3,2493.5,99.4,-1.2,94.4%
2025-05-20 01:00:00,Bot 5,0-0,2,b9302450-3593-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-5036-5045,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,IP_OUT,-,-,-,L,L,-,,,,,0.9620685714285716,0.39300705882352943,1:46,233.2,21.1,68.0,0.92,2.24,0.70,-5.88,6.7,-,7.4,-,-,5.66,Libbert,Neal,Slider,Strike Looking,81.1,2351.7,-,-,84.2%
2025-05-20 01:00:00,Bot 5,0-1,2,c1573d30-3593-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-5051-5065,730206976,257794396,0.83,0.75,-,3.72,0,,,-,0,-,-,-,-,31.1,-,-,,,.006,-34.0,IP_OUT,.009,.004,.005,L,L,-,5/P,,,,0.7858057142857143,-0.01256470588235294,10:36,138.1,21.1,68.0,3.01,0.83,-1.11,-4.44,14.5,210.0,-12.1,210.0,-34.0,6.34,Libbert,Neal,Fastball,Pop Out,92.7,2333.5,91.6,70.1,91.7%
2025-05-20 01:00:00,Bot 5,0-0,1,565c4e80-3593-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-4870-4880,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,K,-,-,-,L,R,-,,,,,1.7284228571428568,2.1133694117647055,9:24,102.1,22.4,68.2,1.67,-0.88,1.17,-4.97,4.2,-,-14.2,-,-,6.05,Libbert,Torres,Changeup,Ball,86.2,1539.5,-,-,0.0%
2025-05-20 01:00:00,Bot 5,1-0,1,5ed0c410-3593-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-4884-4895,730206976,257794396,1.17,0.13,-,3.52,0,,,-,0,-,-,-,-,-,-,-,,,-,-,K,-,-,-,L,R,-,,,,,1.2230285714285714,0.16192941176470588,10:41,140.7,20.4,68.0,2.65,0.78,-0.59,-4.12,13.8,-,-10.4,-,166.1,6.09,Libbert,Torres,Fastball,Foul,92.6,2414.8,77.4,39.3,41.8%
2025-05-20 01:00:00,Bot 5,1-1,1,6b8e7c10-3593-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-4904-4915,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,K,-,-,-,L,R,-,,,,,-0.7094628571428573,1.900235294117647,10:24,132.0,21.2,68.1,2.01,-1.10,-2.68,-5.68,16.7,-,-17.3,-,-,6.01,Libbert,Torres,Fastball,Ball,93.1,2270.4,-,-,5.9%
2025-05-20 01:00:00,Bot 5,2-1,1,74d02cb0-3593-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-4922-4931,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,K,-,-,-,L,R,-,,,,,0.6326057142857141,0.9995435294117647,1:45,232.3,20.3,69.0,0.86,1.25,0.65,-6.62,3.0,-,2.1,-,-,5.45,Libbert,Torres,Slider,Strike Swinging,81.7,2445.5,-,-,93.5%
2025-05-20 01:00:00,Bot 5,2-2,1,7fa79880-3593-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-4940-4951,730206976,257794396,2.14,-0.33,-,1.96,0,,,-,0,-,-,-,-,-,-,-,,,-,-,K,-,-,-,L,R,-,,,,,-0.7504457142857142,-0.5889176470588235,12:25,192.7,21.9,67.0,2.29,2.53,-0.89,-7.34,7.4,-,1.4,-,-48.8,5.81,Libbert,Torres,Slider,Foul,81.6,2387.7,88.9,-1.2,93.3%
2025-05-20 01:00:00,Bot 5,2-2,1,8dc22160-3593-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-4964-4973,730206976,257794396,0.76,0.32,-,3.13,0,,,-,0,-,-,-,-,-,-,-,,,-,-,K,-,-,-,L,R,-,,,,,0.8447999999999999,0.48300705882352934,10:33,136.4,19.9,69.2,2.54,0.30,-1.07,-4.57,14.2,-,-12.5,-,173.4,6.01,Libbert,Torres,Fastball,Foul,92.6,2359.7,79.3,8.3,86.4%
2025-05-20 01:00:00,Bot 5,2-2,1,9bb80b40-3593-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-4983-4997,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,K,-,-,-,L,R,-,,,,,1.9449485714285717,1.716155294117647,10:41,140.3,20.8,67.1,1.60,-0.48,0.09,-3.28,15.0,-,-11.5,-,-,6.07,Libbert,Torres,Fastball,Ball,92.4,2284.8,-,-,0.0%
