date,inn,count,outs,trackmanPitchUID,TrackmanGameID,playGuid,TeamId,GameID,ContactY,ContactX,CThrowDownLineDist,ContactZ,PickAttBase,SBA2,SBA3,CTimeToBase,CThrowBase,CExchTime,CThrowHeight,CThrowSpd,DelivTime,ForwVel,HangTime,BrkY,SB3,SB2,xWOBA,LandAng,ABResult,xSLG,xISO,xAVG,PitchHand,BatterHand,PopTime,PlayDesc,ManOn2nd,ManOn3rd,ManOn1st,PZNorm,PXNorm,Tilt,SpinDir,RelX,RelZ,HorzRelAngle,HorzApprAngle,VertRelAngle,VertApprAngle,IndVertBrk,HRDst,HorzBrk,FBDst,ExitDir,Extension,pitcher,batter,type,pitchResult,Vel,Spin,ExitVel,LaunchAng,pCallStrk%
2025-05-20 01:00:00,Bot 5,3-2,1,a63262f0-3593-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-5006-5016,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,.000,-,K,.000,.000,.000,L,R,-,K/S,,,,-0.437737142857143,0.48384,10:29,134.4,21.0,67.1,2.75,0.29,-2.06,-5.64,14.6,-,-13.7,-,-,6.04,Libbert,Torres,Fastball,Strikeout (Swinging),91.8,2246.8,-,-,99.1%
2025-05-20 01:00:00,Bot 6,0-0,0,37420c40-3595-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-5496-5507,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,IP_OUT,-,-,-,L,R,-,,,,,0.9157599999999998,-0.43603764705882353,10:32,135.8,21.8,68.6,3.43,1.15,-0.90,-4.49,14.2,-,-12.7,-,-,6.05,Libbert,Staton,Fastball,Strike Swinging,91.8,2388.2,-,-,82.1%
2025-05-20 01:00:00,Bot 6,0-1,0,40d58660-3595-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-5513-5528,730206976,257794396,0.68,0.53,-,2.09,0,,,-,0,-,-,-,-,86.8,0.33s,-,,,.217,-19.0,IP_OUT,.245,.002,.244,L,R,-,63/G,,,,-0.36420571428571435,0.7534588235294116,10:26,133.0,19.6,68.3,2.50,-0.12,-2.11,-5.64,14.6,40.3,-14.5,131.9,-18.5,6.12,Libbert,Staton,Fastball,Ground Out,91.5,2312.8,86.8,0.6,98.3%
2025-05-20 01:00:00,Bot 6,0-0,1,570bb670-3595-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-5547-5561,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,IP_OUT,-,-,-,L,R,-,,,,,0.8567542857142857,2.0856705882352937,10:34,137.0,22.3,68.0,1.47,-0.65,-0.89,-4.49,13.6,-,-11.8,-,-,6.11,Libbert,Norton,Fastball,Ball,91.9,2482.4,-,-,0.0%
2025-05-20 01:00:00,Bot 6,1-0,1,60d69440-3595-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-5565-5583,730206976,257794396,0.27,-0.38,-,3.45,0,,,-,0,-,-,-,-,35.7,5.35s,-,,,.046,-19.0,IP_OUT,.054,.003,.051,L,R,-,6/P,,,,1.0872799999999998,-0.5504611764705882,10:37,138.7,21.9,67.8,3.47,1.34,-0.75,-4.18,14.5,156.8,-11.8,156.8,-17.9,6.24,Libbert,Norton,Fastball,Pop Out,92.2,2469.6,72.4,60.4,62.5%
2025-05-20 01:00:00,Bot 6,0-0,2,758a6a10-3595-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-5601-5612,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,IP_OUT,-,-,-,L,L,-,,,,,0.12517714285714274,0.5328705882352941,10:41,140.5,20.2,68.9,2.44,0.39,-1.78,-5.17,14.9,-,-11.4,-,-,6.16,Libbert,Fowler,Fastball,Foul,92.3,2337.6,-,-,97.3%
2025-05-20 01:00:00,Bot 6,0-1,2,81337dc0-3595-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-5620-5632,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,IP_OUT,-,-,-,L,L,-,,,,,0.8395999999999998,-1.9936376470588235,1:30,225.2,20.8,67.6,2.97,3.75,0.75,-6.12,5.9,-,4.4,-,-,5.60,Libbert,Fowler,Slider,Ball,81.6,2488.5,-,-,0.0%
2025-05-20 01:00:00,Bot 6,1-1,2,8d2a3c40-3595-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-5641-5657,730206976,257794396,0.25,-2.07,-,4.87,0,,,-,0,-,-,-,-,-,5.35s,-,,,-,-47.0,IP_OUT,.000,.000,.000,L,L,-,7/F,,,,0.8565485714285715,-1.3380988235294118,2:41,260.7,20.8,67.2,2.02,3.73,1.07,-6.30,2.8,266.0,9.6,266.0,-34.3,5.66,Libbert,Fowler,Slider,Pop Out,80.8,2481.6,83.0,45.2,24.9%
2025-05-20 01:00:00,Bot 7,0-0,0,384f0810-3598-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-6519-6529,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,BB,-,-,-,L,R,-,,,,,0.23452571428571442,0.48242823529411766,10:30,134.8,20.9,67.3,2.71,0.32,-1.39,-5.05,14.3,-,-13.3,-,-,6.09,Libbert,Lebron,Fastball,Strike Swinging,90.9,2252.8,-,-,96.2%
2025-05-20 01:00:00,Bot 7,0-1,0,40991240-3598-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-6533-6543,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,BB,-,-,-,L,R,-,,,,,1.810685714285714,1.9473035294117647,10:31,135.5,21.0,69.5,1.62,-0.81,-0.27,-3.58,14.8,-,-13.5,-,-,5.97,Libbert,Lebron,Fastball,Ball,92.9,2365.8,-,-,0.0%
2025-05-20 01:00:00,Bot 7,1-1,0,4a85a8e0-3598-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-6548-6560,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,BB,-,-,-,L,R,-,,,,,-0.07857142857142867,-0.6995011764705882,9:23,101.5,20.9,67.4,3.74,1.12,-0.56,-6.53,4.1,-,-14.5,-,-,6.27,Libbert,Lebron,Changeup,Ball,87.2,1698.3,-,-,97.7%
2025-05-20 01:00:00,Bot 7,2-1,0,546f0b30-3598-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-6566-6577,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,BB,-,-,-,L,R,-,,,,,1.0958400000000001,2.1735670588235294,10:48,144.1,22.0,68.1,1.19,-0.56,-0.80,-4.17,14.3,-,-9.7,-,-,6.33,Libbert,Lebron,Fastball,Ball,92.2,2393.4,-,-,0.0%
2025-05-20 01:00:00,Bot 7,3-1,0,5de47600-3598-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-6584-6607,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,.697,-,BB,-,-,-,L,R,-,W,,,,-0.7406514285714285,1.5054070588235293,10:38,139.2,19.4,67.9,1.75,-0.55,-2.61,-5.80,15.8,-,-12.7,-,-,6.25,Libbert,Lebron,Fastball,Walk,92.1,2357.6,-,-,55.4%
2025-05-20 01:00:00,Bot 7,0-0,1,d4d55fe0-3598-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-6782-6796,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,SF,-,-,-,L,L,-,,1,,1,-1.4211657142857141,-4.5896188235294115,2:04,241.8,22.3,68.4,4.35,6.60,-1.49,-8.19,8.1,-,12.6,-,-,5.80,Libbert,Hodo,Slider,Ball,79.3,2416.5,-,-,0.0%
2025-05-20 01:00:00,Bot 7,1-0,1,f04c51c0-3598-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-6825-6847,730206976,257794396,0.12,0.34,-,3.61,0,,,-,0,-,-,-,-,76.9,4.87s,-,,,.029,-27.9,SF,.047,.024,.023,L,L,-,7/SF(RBI).3-H,1,1,,1.3368457142857142,0.47301176470588235,10:25,132.4,21.6,68.2,2.72,0.46,-0.40,-4.13,12.4,331.6,-12.5,331.6,-15.0,6.32,Libbert,Hodo,Fastball,Sac Fly,92.2,2282.9,92.6,33.9,17.1%
2025-05-20 01:00:00,Bot 7,0-0,0,71e883d0-3598-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-6616-6626,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,FC,-,-,-,L,L,-,,,,1,2.27384,-1.6451435294117647,2:32,256.2,23.1,68.1,2.60,4.02,2.39,-5.15,3.3,-,8.0,-,-,5.72,Libbert,Snell,Slider,Ball,79.8,2347.1,-,-,0.0%
2025-05-20 01:00:00,Bot 7,1-0,0,7cac1980-3598-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-6634-6648,730206976,257794396,0.84,-0.52,-,2.80,0,,,-,0,-,-,-,-,84.5,0.05s,-,,,.124,8.0,FC,.140,.001,.139,L,L,-,FC5.1X2(56),,,1,0.4143428571428573,-0.6243247058823529,10:41,140.5,20.3,69.0,3.39,1.26,-1.63,-4.81,15.2,6.5,-11.7,130.5,14.1,6.47,Libbert,Snell,Fastball,Fielder's Choice,92.4,2361.5,93.8,-25.7,99.2%
2025-05-20 01:00:00,Bot 7,0-0,2,0ca56640-3599-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-6876-6886,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,IP_OUT,-,-,-,L,R,-,,1,,,1.2981142857142858,1.6520188235294118,9:12,96.0,22.8,67.5,2.14,-0.57,1.00,-5.51,2.7,-,-15.0,-,-,6.28,Libbert,Torres,Changeup,Ball,85.3,1652.8,-,-,0.7%
2025-05-20 01:00:00,Bot 7,1-0,2,17432470-3599-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-6893-6909,730206976,257794396,1.89,0.64,-,3.17,0,,,-,0,-,-,-,-,62.7,5.42s,-,,,.006,-6.9,IP_OUT,.008,.003,.005,L,R,-,8/F,1,,,0.6149828571428573,0.8999717647058824,9:24,102.2,21.3,66.1,2.62,-0.17,0.30,-5.82,4.5,293.4,-15.5,293.4,-9.3,6.01,Libbert,Torres,Changeup,Fly Out,86.1,1598.7,84.7,42.3,96.4%
2025-05-20 01:00:00,Bot 7,0-0,1,94b13d30-3598-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-6675-6685,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,S,-,-,-,L,R,-,,,,1,0.7528914285714288,1.9756235294117646,10:24,132.1,21.3,67.9,1.81,-0.99,-1.11,-4.49,15.0,-,-15.5,-,-,6.31,Libbert,Bonomolo Jr.,Fastball,Ball,91.7,2337.6,-,-,2.0%
2025-05-20 01:00:00,Bot 7,1-0,1,a064ff40-3598-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-6692-6704,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,S,-,-,-,L,R,-,,,,1,-0.0383657142857144,-0.8819717647058823,9:31,105.6,22.2,66.5,3.94,1.40,-0.46,-6.34,5.0,-,-14.2,-,-,6.01,Libbert,Bonomolo Jr.,Changeup,Strike Looking,86.7,1592.2,-,-,99.6%
2025-05-20 01:00:00,Bot 7,1-1,1,ac1f5100-3598-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-6711-6725,730206976,257794396,1.70,0.01,-,2.23,0,,,-,0,-,-,-,-,-,-,-,,,-,-,S,-,-,-,L,R,-,,,,1,-0.4051314285714288,0.05350588235294118,10:47,143.7,22.5,67.6,3.01,0.97,-2.31,-5.40,16.5,-,-11.4,-,-54.9,6.13,Libbert,Bonomolo Jr.,Fastball,Foul,92.2,2374.0,93.0,-6.0,97.3%
2025-05-20 01:00:00,Bot 7,1-2,1,bd4ee210-3598-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-6741-6760,730206976,257794396,0.10,0.21,-,1.95,0,,,-,0,-,-,-,-,99.7,1.17s,-,,,.616,21.0,S,.728,.056,.672,L,R,-,S/9.1-2,,,1,-0.13931428571428586,0.22303058823529412,10:37,138.5,21.2,68.3,2.87,0.60,-2.06,-5.26,15.4,142.5,-12.6,139.4,15.7,6.08,Libbert,Bonomolo Jr.,Fastball,Single on a Line Drive,93.3,2434.3,100.4,6.7,98.4%
2025-05-20 01:00:00,Bot 8,0-0,0,2b688b00-359b-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-7623-7631,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,IP_OUT,-,-,-,L,R,-,,,,,1.3203314285714285,3.3400376470588236,9:32,106.0,22.8,65.8,0.91,-1.91,1.00,-5.16,5.7,-,-15.6,-,-,6.20,Libbert,Staton,Changeup,Ball,84.5,1528.6,-,-,0.0%
2025-05-20 01:00:00,Bot 8,1-0,0,3478f270-359b-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-7635-7646,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,IP_OUT,-,-,-,L,R,-,,,,,2.172308571428571,1.1270682352941177,10:44,142.2,21.6,66.3,2.00,0.17,0.48,-3.10,14.1,-,-10.1,-,-,6.31,Libbert,Staton,Fastball,Ball,91.5,2251.1,-,-,0.0%
2025-05-20 01:00:00,Bot 8,2-0,0,3d5614e0-359b-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-7652-7662,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,IP_OUT,-,-,-,L,R,-,,,,,0.7256571428571428,-0.31492235294117643,10:54,146.8,20.3,67.8,2.84,1.32,-1.05,-4.61,13.9,-,-8.4,-,-,6.52,Libbert,Staton,Fastball,Strike Swinging,91.8,2326.2,-,-,93.8%
2025-05-20 01:00:00,Bot 8,2-1,0,46b0f2d0-359b-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-7667-7677,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,IP_OUT,-,-,-,L,R,-,,,,,0.3984228571428571,-0.29068235294117645,10:44,141.8,20.8,65.9,3.15,1.08,-1.27,-4.67,15.6,-,-11.4,-,-,6.54,Libbert,Staton,Fastball,Strike Swinging,90.7,2236.5,-,-,95.9%
2025-05-20 01:00:00,Bot 8,2-2,0,5000d440-359b-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-7682-7697,730206976,257794396,0.68,0.19,-,1.78,0,,,-,0,-,-,-,-,94.8,3.67s,-,,,.327,1.9,IP_OUT,.509,.237,.272,L,R,-,8/F,,,,-0.7404914285714285,0.2316705882352941,10:46,143.1,19.1,67.0,2.62,0.48,-2.54,-5.71,17.0,331.6,-11.9,331.6,-3.2,6.10,Libbert,Staton,Fastball,Fly Out,91.4,2149.6,101.7,21.3,95.8%
2025-05-20 01:00:00,Bot 8,0-0,0,fa265fe0-359a-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-7537-7548,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,HR,-,-,-,L,L,-,,,,,-1.3759542857142857,-1.566536470588235,1:07,213.5,19.5,67.5,2.40,3.45,-1.58,-7.88,10.4,-,5.9,-,-,5.56,Libbert,Neal,Slider,Ball,79.9,2465.2,-,-,1.7%
2025-05-20 01:00:00,Bot 8,1-0,0,018e9590-359b-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-7552-7562,730206976,257794396,2.36,0.68,-,2.07,0,,,-,0,-,-,-,-,-,-,-,,,-,-,HR,-,-,-,L,L,-,,,,,-0.598,0.9613270588235293,10:27,133.6,22.5,67.2,2.59,0.00,-2.28,-5.75,14.8,-,-14.4,-,62.5,6.27,Libbert,Neal,Fastball,Foul,91.7,2298.3,93.3,-28.2,90.8%
2025-05-20 01:00:00,Bot 8,1-1,0,0e17d010-359b-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-7568-7603,730206976,257794396,1.76,-0.10,-,2.96,0,,,-,0,-,-,-,-,90.6,5.30s,-,,,1.885,-5.4,HR,3.710,2.771,.938,L,L,-,HR/8(RBI),,,,0.48045714285714275,-0.15769411764705882,10:52,146.1,19.4,68.2,2.77,1.00,-1.45,-4.74,15.7,416.0,-9.8,416.0,-0.9,6.41,Libbert,Neal,Fastball,Home Run on a 416.02 ft Fly Ball,91.9,2369.8,104.6,30.0,97.8%
2025-05-20 01:00:00,Bot 8,0-0,1,6599b2e0-359b-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-7720-7737,730206976,257794396,-0.20,0.27,-,1.67,0,,,-,0,-,-,-,-,99.1,3.24s,-,,,.750,19.8,S,.878,.053,.824,L,R,-,S/9,,,,-0.7706742857142856,0.39388235294117646,10:47,143.7,17.7,68.4,2.37,0.22,-2.74,-5.81,17.4,303.3,-12.0,303.3,11.2,6.15,Libbert,Norton,Fastball,Single on a Line Drive,91.1,2236.1,102.3,14.3,93.1%
2025-05-20 01:00:00,Bot 8,0-0,1,7eb50180-359b-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-7760-7770,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,DP,-,-,-,L,L,-,,,,1,0.03489142857142876,-1.7790776470588237,12:54,206.8,22.1,66.9,3.22,3.41,0.43,-7.15,3.6,-,1.1,-,-,5.49,Libbert,Fowler,Slider,Ball,79.8,2379.7,-,-,13.2%
2025-05-20 01:00:00,Bot 8,1-0,1,87fd41d0-359b-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-7777-7786,730206976,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,DP,-,-,-,L,L,-,,,,1,0.07460571428571429,-1.6005599999999998,2:24,252.0,23.4,67.0,2.49,4.11,0.34,-7.00,4.3,-,9.0,-,-,5.60,Libbert,Fowler,Slider,Strike Swinging,79.9,2414.6,-,-,37.3%
2025-05-20 01:00:00,Bot 8,1-1,1,92163fa0-359b-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-7793-7808,730206976,257794396,0.01,-0.73,-,2.88,0,,,-,0,-,-,-,-,98.8,0.68s,-,,,.431,-10.0,DP,.490,.006,.484,L,L,-,643/GDP.1X2,,,1,0.5568114285714287,-0.9628517647058823,10:37,138.7,19.3,68.3,3.63,1.34,-1.41,-4.63,15.5,87.7,-12.7,138.9,-6.8,6.31,Libbert,Fowler,Fastball,Double Play,92.4,2279.2,98.9,2.6,92.0%
2025-05-20 01:00:00,Top 1,0-0,0,c5dabff0-3587-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-419-426,4806,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,K,-,-,-,R,R,-,,,,1,-0.3468000000000003,0.8810399999999999,8:37,78.6,-31.3,67.3,-2.51,-4.52,0.22,-7.78,-1.1,-,-11.1,-,-,6.36,Fay,Seals,Slider,Strike Looking,80.1,2685.7,-,-,97.5%
2025-05-20 01:00:00,Top 1,0-1,0,d11d97c0-3587-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-433-445,4806,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,K,-,-,-,R,R,-,,,,1,0.6979999999999998,-0.37637647058823526,9:24,102.0,-33.1,66.5,-1.54,-3.89,0.97,-6.44,3.9,-,-12.9,-,-,6.55,Fay,Seals,Changeup,Strike Looking,78.5,2695.1,-,-,95.9%
2025-05-20 01:00:00,Top 1,0-2,0,dc68d400-3587-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-454-465,4806,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,.000,-,K,.000,.000,.000,R,R,-,K/S,,,1,-0.2798171428571428,2.577331764705882,8:53,86.4,-31.4,67.3,-3.48,-6.15,0.13,-7.60,0.5,-,-14.8,-,-,6.39,Fay,Seals,Slider,Strikeout (Swinging),81.1,2773.8,-,-,0.0%
2025-05-20 01:00:00,Top 1,0-0,0,a5b78410-3587-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-362-373,4806,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,S,-,-,-,R,R,-,,,,,-0.03162285714285724,0.20469176470588235,2:20,250.0,-26.2,70.5,-3.88,-1.22,-1.34,-6.26,6.3,-,14.6,-,-,6.83,Fay,Lovich,Fastball,Strike Looking,91.2,2433.3,-,-,98.7%
2025-05-20 01:00:00,Top 1,0-1,0,ae3d85d0-3587-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-379-394,4806,257794396,0.78,0.09,-,2.48,0,,,-,0,-,-,-,-,107.8,0.26s,-,,,.397,8.0,S,.450,.003,.447,R,R,-,S/8,,,,0.012239999999999997,0.08179764705882352,2:31,255.3,-25.5,70.4,-3.85,-0.93,-1.25,-6.25,5.2,40.9,16.0,144.2,7.5,6.74,Fay,Lovich,Sinker,Single on a Ground Ball,92.5,2467.9,107.8,-1.1,99.3%
2025-05-20 01:00:00,Top 1,0-0,2,0b2cb8b0-3588-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-533-543,4806,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,K,-,-,-,R,L,-,,,,1,0.42173714285714275,1.2554258823529412,9:22,101.2,-36.4,65.9,-3.03,-5.44,0.78,-6.65,4.0,-,-13.4,-,-,6.12,Fay,Serna,Sinker,Ball,79.3,2665.9,-,-,56.2%
2025-05-20 01:00:00,Top 1,1-0,2,171d35a0-3588-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-551-563,4806,257794396,0.73,-0.89,-,3.31,0,,,-,0,-,-,-,-,-,-,-,,,-,-,K,-,-,-,R,L,-,,,,1,0.7299199999999999,-1.1345929411764706,1:27,223.7,-27.1,72.1,-2.90,-0.27,-1.71,-4.74,16.1,-,14.4,-,-163.9,6.79,Fay,Serna,Fastball,Foul,92.1,2466.0,75.2,30.2,72.5%
2025-05-20 01:00:00,Top 1,1-1,2,25efc3e0-3588-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-578-589,4806,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,K,-,-,-,R,L,-,,,,1,1.4500685714285717,-0.6677364705882353,12:00,180.2,-29.2,70.0,-2.15,-2.14,0.45,-5.16,6.1,-,0.0,-,-,6.80,Fay,Serna,Cutter,Ball,86.6,2466.6,-,-,2.5%
2025-05-20 01:00:00,Top 1,2-1,2,3149f440-3588-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-597-607,4806,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,K,-,-,-,R,L,-,,,,1,0.340834285714286,0.013567058823529411,12:14,187.1,-30.9,69.3,-2.89,-2.76,-0.54,-6.12,6.4,-,0.7,-,-,6.78,Fay,Serna,Sinker,Foul,86.2,2556.7,-,-,98.6%
2025-05-20 01:00:00,Top 1,2-2,2,42803c10-3588-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-626-636,4806,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,.000,-,K,.000,.000,.000,R,L,-,K/S,,,1,1.5121485714285714,-1.3072094117647057,1:23,221.3,-27.3,72.1,-2.70,-0.27,-1.14,-3.81,16.1,-,13.3,-,-,6.81,Fay,Serna,Fastball,Strikeout (Swinging),95.1,2595.9,-,-,0.4%
2025-05-20 01:00:00,Top 1,0-0,1,f03b4a80-3587-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-485-507,4806,257794396,0.34,-0.39,-,3.19,0,,,-,0,-,-,-,-,86.7,4.59s,-,,,.108,-16.6,IP_OUT,.185,.108,.077,R,L,-,8/F,,,1,0.8946514285714287,-0.5692094117647059,2:14,247.2,-27.6,71.5,-3.38,-0.77,-0.64,-5.37,6.9,358.4,14.3,358.4,-6.7,6.82,Fay,Nicoletto,Sinker,Fly Out,91.4,2433.0,96.5,26.0,82.7%
2025-05-20 01:00:00,Top 2,0-0,2,6a7f1e00-358a-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-1454-1470,4806,257794396,0.67,0.34,-,2.98,0,,,-,0,-,-,-,-,90.3,3.07s,-,,,.413,-18.5,S,.494,.047,.447,R,L,-,S/78,,,,0.614457142857143,0.4655435294117647,1:18,219.1,-26.8,71.1,-3.87,-1.74,-1.76,-4.74,15.4,278.7,11.7,278.7,-9.6,6.83,Fay,Peer,Fastball,Single on a Line Drive,93.9,2553.4,94.6,17.3,96.3%
2025-05-20 01:00:00,Top 2,0-0,0,0f9c35e0-358a-11f0-a93f-c16a47c07950,20250520-HooverMetropolitan-1,257794396-pix-682e06ef982b80da2c766164-1302-1311,4806,257794396,-,-,-,-,0,,,-,0,-,-,-,-,-,-,-,,,-,-,IP_OUT,-,-,-,R,R,-,,,,,0.3375085714285712,0.11834823529411764,9:20,100.0,-31.2,66.6,-1.68,-4.16,0.63,-6.82,3.7,-,-13.7,-,-,6.54,Fay,Macon,Slider,Strike Looking,78.8,2578.3,-,-,98.7%
