date,inn,count,outs,PitchHand,BatterHand,Pitcher,Batter,VertApprAngle,Tilt,SpinDir,PZ,PX,ManOn3rd,ManOn2nd,ManOn1st,IndVertBrk,HorzBrk,HorzApprAngle,FBDst,Extension,ExitDir,ABResult,type,pitchResult,Vel,Spin,ExitVel,LaunchAng,pCallStrk%
2025-05-20 01:00:00,Top 4,1-0,1,R,R,T. Fay,T. Macon,-8.67,8:26,73.0,1.45837,1.95568,,,,-1.7,-10.3,-6.01,-,6.74,-,IP_OUT,Slider,Strike Looking,79.4,2575.2,-,-,0.0%
2025-05-20 01:00:00,Top 4,1-1,1,R,R,T. Fay,T. Macon,-5.78,2:32,255.8,2.98431,0.17157,,,,4.6,14.3,-1.53,133.3,6.76,14.0,IP_OUT,Sinker,Ground Out,92.1,2412.6,91.2,-11.8,97.2%
2025-05-20 01:00:00,Top 4,0-0,2,R,R,T. Fay,K. Knutson,-8.56,8:04,61.9,1.97041,-0.9436,,,,-6.9,-15.6,-3.23,-,6.59,-,IP_OUT,Slider,Ball,78.9,2559.0,-,-,44.3%
2025-05-20 01:00:00,Top 4,1-0,2,R,R,T. Fay,K. Knutson,-7.23,8:44,81.8,2.72646,0.27413,,,,-0.8,-15.7,-4.52,-,6.46,-40.2,IP_OUT,Slider,Foul,80.7,2785.7,89.9,25.0,98.2%
2025-05-20 01:00:00,Top 4,1-1,2,R,R,T. Fay,K. Knutson,-5.37,2:19,249.7,3.26721,-0.77858,,,,6.2,14.2,-0.26,135.0,6.67,-15.8,IP_OUT,Sinker,Fly Out,91.6,2274.4,47.9,37.9,52.8%
2025-05-20 01:00:00,Bot 4,0-0,0,L,L,W. Libbert,B. Neal,-4.52,10:38,139.2,3.30586,1.19763,,,,14.9,-12.0,-0.41,-,5.97,-,IP_OUT,Fastball,Ball,91.9,2138.7,-,-,1.6%
2025-05-20 01:00:00,Bot 4,1-0,0,L,L,W. Libbert,B. Neal,-3.77,10:54,146.8,4.1568,0.58408,,,,12.5,-7.6,0.78,-,6.16,-,IP_OUT,Fastball,Ball,90.6,2123.0,-,-,2.3%
2025-05-20 01:00:00,Bot 4,2-0,0,L,L,W. Libbert,B. Neal,-5.46,10:28,133.8,2.52782,0.22457,,,,12.8,-12.4,0.55,136.0,6.12,-6.7,IP_OUT,Fastball,Ground Out,91.0,2030.1,93.9,1.5,98.3%
2025-05-20 01:00:00,Bot 4,0-0,1,L,R,W. Libbert,G. Staton,-4.91,10:38,139.1,2.69683,0.31617,,,,16.5,-13.3,0.29,-,6.14,130.5,K,Fastball,Foul,91.5,2134.5,84.5,65.9,98.0%
2025-05-20 01:00:00,Bot 4,0-1,1,L,R,W. Libbert,G. Staton,-8.10,3:09,274.3,1.78846,-0.54269,,,,0.5,10.7,3.40,-,5.41,-,K,Slider,Strike Swinging,80.2,2510.3,-,-,90.1%
2025-05-20 01:00:00,Bot 4,0-2,1,L,R,W. Libbert,G. Staton,-7.41,2:35,257.4,2.2432,-0.59883,,,,4.0,11.7,3.60,-,5.40,-,K,Slider,Strikeout (Swinging),78.9,2376.2,-,-,89.2%
2025-05-20 01:00:00,Bot 4,0-0,2,L,R,W. Libbert,B. Norton,-3.94,10:38,139.2,3.82386,0.36211,,,,13.5,-10.8,0.51,-,5.92,74.1,S,Fastball,Foul,92.6,2062.0,100.8,15.7,3.7%
2025-05-20 01:00:00,Bot 4,0-1,2,L,R,W. Libbert,B. Norton,-4.80,10:45,142.3,3.03599,-0.13902,,,,12.6,-9.0,1.24,260.9,6.27,8.0,S,Fastball,Single on a Fly Ball,92.1,2249.1,78.6,35.7,96.6%
2025-05-20 01:00:00,Bot 4,0-0,2,L,L,W. Libbert,B. Fowler,-7.50,2:08,244.2,2.07007,-0.94674,,,1,6.2,9.8,3.81,-,5.72,-,BB,Slider,Strike Swinging,80.0,2469.0,-,-,81.1%
2025-05-20 01:00:00,Bot 4,0-1,2,L,L,W. Libbert,B. Fowler,-8.13,1:48,234.0,1.24465,-1.88774,,,1,6.9,7.9,4.74,-,5.64,-,BB,Slider,Ball,80.2,2438.2,-,-,0.0%
2025-05-20 01:00:00,Bot 4,1-1,2,L,L,W. Libbert,B. Fowler,-5.70,10:35,137.6,2.28188,-1.1054,,,1,13.0,-10.9,2.12,-,6.32,-,BB,Fastball,Ball,91.9,2342.7,-,-,43.8%
2025-05-20 01:00:00,Bot 4,2-1,2,L,L,W. Libbert,B. Fowler,-5.99,10:38,138.8,1.8786,-1.57849,,,1,13.4,-10.9,2.65,-,6.29,-,BB,Fastball,Ball,92.4,2387.2,-,-,0.0%
2025-05-20 01:00:00,Bot 4,3-1,2,L,L,W. Libbert,B. Fowler,-7.75,2:19,249.4,1.80815,-2.00188,,,1,4.8,9.7,4.89,-,5.56,-,BB,Slider,Walk,80.1,2504.4,-,-,0.0%
2025-05-20 01:00:00,Bot 4,0-0,2,L,R,W. Libbert,J. Lebron,-6.07,9:42,111.0,2.82422,-0.56441,,1,1,6.8,-14.6,1.38,-,6.30,-,S,Changeup,Strike Looking,85.1,1576.2,-,-,96.3%
2025-05-20 01:00:00,Bot 4,0-1,2,L,R,W. Libbert,J. Lebron,-4.52,10:36,137.8,3.06755,0.12963,,1,1,15.3,-12.9,0.67,-,5.83,40.3,S,Fastball,Foul,93.4,2309.5,87.6,49.7,98.1%
2025-05-20 01:00:00,Bot 4,0-2,2,L,R,W. Libbert,J. Lebron,-6.57,1:20,219.9,2.57912,-0.22051,,1,1,8.5,5.9,2.84,213.5,5.90,-13.1,S,Slider,Single on a Line Drive,80.9,2456.3,85.7,16.4,96.0%
2025-05-20 01:00:00,Bot 4,0-0,2,L,L,W. Libbert,K. Snell,-5.81,10:29,134.6,2.13671,-1.21064,1,,1,14.2,-13.4,1.92,-,6.18,-,S,Fastball,Ball,92.8,2206.9,-,-,19.9%
2025-05-20 01:00:00,Bot 4,1-0,2,L,L,W. Libbert,K. Snell,-7.19,2:14,246.9,2.41998,-0.71647,1,,1,4.8,8.6,3.61,140.0,5.71,-6.4,S,Slider,Single on a Ground Ball,79.4,2432.8,100.8,3.7,97.0%
2025-05-20 01:00:00,Bot 4,0-0,2,L,R,W. Libbert,R. Bonomolo Jr.,-6.16,10:18,128.9,1.81871,-0.08183,1,,1,12.5,-14.2,0.78,-,6.19,-,FC,Fastball,Strike Looking,92.9,2262.4,-,-,96.1%
2025-05-20 01:00:00,Bot 4,0-1,2,L,R,W. Libbert,R. Bonomolo Jr.,-6.79,10:04,121.8,1.85123,0.15751,1,,1,8.1,-11.2,0.84,123.8,6.35,-27.7,FC,Changeup,Fielder's Choice,87.5,1414.4,89.5,-35.2,95.4%
2025-05-20 01:00:00,Top 5,0-0,0,R,L,T. Fay,K. Peer,-6.96,1:29,224.6,2.22927,-0.613,,,,8.7,7.2,-1.53,-,7.21,-,S,Changeup,Strike Looking,82.2,1597.4,-,-,98.7%
2025-05-20 01:00:00,Top 5,0-1,0,R,L,T. Fay,K. Peer,-7.83,3:10,274.9,2.04323,-0.73762,,,,-0.0,18.0,-0.45,-,6.82,-,S,Changeup,Strike Swinging,83.6,1663.0,-,-,91.5%
2025-05-20 01:00:00,Top 5,0-2,0,R,L,T. Fay,K. Peer,-4.45,2:30,254.9,4.79455,-4.05708,,,,5.4,15.3,2.76,-,6.82,-,S,Changeup,Ball,81.6,1675.0,-,-,0.0%
2025-05-20 01:00:00,Top 5,1-2,0,R,L,T. Fay,K. Peer,-8.50,3:11,275.5,1.41468,-1.3889,,,,-0.4,16.7,0.55,82.1,6.93,54.6,S,Changeup,Single on a Ground Ball,83.2,1697.5,57.5,-49.5,1.6%
2025-05-20 01:00:00,Top 5,0-0,0,R,L,T. Fay,C. Patterson,-4.68,1:36,227.8,3.45801,-0.91702,,,1,12.5,12.6,-0.34,-,6.84,-,IP_OUT,Fastball,Ball,90.5,2231.1,-,-,23.8%
2025-05-20 01:00:00,Top 5,1-0,0,R,L,T. Fay,C. Patterson,-6.52,9:33,106.5,2.90863,0.80364,,,1,5.0,-11.5,-5.03,-,6.12,-,IP_OUT,Slider,Strike Looking,79.7,2653.6,-,-,79.5%
2025-05-20 01:00:00,Top 5,1-1,0,R,L,T. Fay,C. Patterson,-5.19,9:42,111.0,3.86805,-0.64864,,1,,5.8,-11.5,-3.27,-,6.73,-,IP_OUT,Slider,Strike Swinging,80.5,2572.7,-,-,3.6%
2025-05-20 01:00:00,Top 5,1-2,0,R,L,T. Fay,C. Patterson,-6.95,8:37,78.5,2.88148,0.88634,,1,,-1.7,-15.7,-5.30,154.4,6.20,32.0,IP_OUT,Slider,Pop Out,80.5,2608.1,82.8,64.2,40.4%
2025-05-20 01:00:00,Top 5,0-0,1,R,L,T. Fay,B. Daniels,-6.49,2:16,248.1,2.69172,0.27437,,1,,6.2,12.5,-1.92,100.7,7.15,50.0,IP_OUT,Changeup,Pop Out,83.3,1547.4,93.1,67.5,98.6%
2025-05-20 01:00:00,Top 5,0-0,2,R,R,T. Fay,J. Lovich,-6.86,2:33,256.7,1.83157,-1.10128,,1,,5.5,17.9,0.02,-,6.88,-,K,Sinker,Ball,91.1,2235.4,-,-,20.2%
2025-05-20 01:00:00,Top 5,1-0,2,R,R,T. Fay,J. Lovich,-7.46,2:19,249.7,1.8175,-0.34482,,1,,7.3,16.2,-0.79,-,7.10,-,K,Changeup,Strike Swinging,83.5,1635.1,-,-,94.9%
2025-05-20 01:00:00,Top 5,1-1,2,R,R,T. Fay,J. Lovich,-6.98,8:48,84.1,2.68222,1.24896,,1,,0.3,-10.8,-4.96,-,6.64,-,K,Slider,Strike Swinging,82.1,2734.8,-,-,24.0%
2025-05-20 01:00:00,Top 5,1-2,2,R,R,T. Fay,J. Lovich,-7.74,8:53,86.4,1.79227,1.9136,,1,,0.3,-15.5,-6.07,-,6.50,-,K,Slider,Strikeout (Swinging),82.6,2717.8,-,-,0.0%
2025-05-20 01:00:00,Bot 5,0-0,0,L,L,W. Libbert,W. Hodo,-4.71,11:00,150.0,3.01554,-0.29316,,,,17.2,-9.2,1.33,-,6.19,-,IP_OUT,Fastball,Strike Looking,90.8,2283.4,-,-,97.5%
2025-05-20 01:00:00,Bot 5,0-1,0,L,L,W. Libbert,W. Hodo,-3.98,10:25,132.3,3.7441,0.02862,,,,15.6,-16.0,0.51,-,6.15,-,IP_OUT,Fastball,Strike Looking,91.3,2434.0,-,-,10.9%
2025-05-20 01:00:00,Bot 5,0-2,0,L,L,W. Libbert,W. Hodo,-7.87,2:30,255.0,1.83458,-0.27944,,,,3.8,8.9,2.97,139.2,5.58,-13.1,IP_OUT,Slider,Ground Out,80.3,2493.5,99.4,-1.2,94.4%
2025-05-20 01:00:00,Bot 5,0-0,1,L,R,W. Libbert,J. Torres,-4.97,9:24,102.1,4.01237,1.49697,,,,4.2,-14.2,-0.88,-,6.05,-,K,Changeup,Ball,86.2,1539.5,-,-,0.0%
2025-05-20 01:00:00,Bot 5,1-0,1,L,R,W. Libbert,J. Torres,-4.12,10:41,140.7,3.57015,0.1147,,,,13.8,-10.4,0.78,-,6.09,166.1,K,Fastball,Foul,92.6,2414.8,77.4,39.3,41.8%
2025-05-20 01:00:00,Bot 5,1-1,1,L,R,W. Libbert,J. Torres,-5.68,10:24,132.0,1.87922,1.346,,,,16.7,-17.3,-1.10,-,6.01,-,K,Fastball,Ball,93.1,2270.4,-,-,5.9%
2025-05-20 01:00:00,Bot 5,2-1,1,L,R,W. Libbert,J. Torres,-6.62,1:45,232.3,3.05353,0.70801,,,,3.0,2.1,1.25,-,5.45,-,K,Slider,Strike Swinging,81.7,2445.5,-,-,93.5%
2025-05-20 01:00:00,Bot 5,2-2,1,L,R,W. Libbert,J. Torres,-7.34,12:25,192.7,1.84336,-0.41715,,,,7.4,1.4,2.53,-,5.81,-48.8,K,Slider,Foul,81.6,2387.7,88.9,-1.2,93.3%
2025-05-20 01:00:00,Bot 5,2-2,1,L,R,W. Libbert,J. Torres,-4.57,10:33,136.4,3.2392,0.34213,,,,14.2,-12.5,0.30,-,6.01,173.4,K,Fastball,Foul,92.6,2359.7,79.3,8.3,86.4%
2025-05-20 01:00:00,Bot 5,2-2,1,L,R,W. Libbert,J. Torres,-3.28,10:41,140.3,4.20183,1.21561,,,,15.0,-11.5,-0.48,-,6.07,-,K,Fastball,Ball,92.4,2284.8,-,-,0.0%
2025-05-20 01:00:00,Bot 5,3-2,1,L,R,W. Libbert,J. Torres,-5.64,10:29,134.4,2.11698,0.34272,,,,14.6,-13.7,0.29,-,6.04,-,K,Fastball,Strikeout (Swinging),91.8,2246.8,-,-,99.1%
2025-05-20 01:00:00,Bot 5,0-0,2,L,L,W. Libbert,B. Neal,-5.88,1:46,233.2,3.34181,0.27838,,,,6.7,7.4,2.24,-,5.66,-,IP_OUT,Slider,Strike Looking,81.1,2351.7,-,-,84.2%
2025-05-20 01:00:00,Bot 5,0-1,2,L,L,W. Libbert,B. Neal,-4.44,10:36,138.1,3.18758,-0.0089,,,,14.5,-12.1,0.83,210.0,6.34,-34.0,IP_OUT,Fastball,Pop Out,92.7,2333.5,91.6,70.1,91.7%
2025-05-20 01:00:00,Top 6,0-0,0,R,R,T. Fay,P. Seals,-8.07,8:35,77.3,2.10573,0.06479,,,,-2.2,-16.7,-4.41,-,6.37,-,K,Slider,Strike Looking,79.0,2545.7,-,-,98.6%
2025-05-20 01:00:00,Top 6,0-1,0,R,R,T. Fay,P. Seals,-5.28,2:26,253.1,3.15596,1.00992,,,,6.1,16.7,-2.06,-,6.66,-,K,Sinker,Ball,92.4,2405.9,-,-,30.9%
2025-05-20 01:00:00,Top 6,1-1,0,R,R,T. Fay,P. Seals,-7.41,8:47,83.3,2.47144,0.33105,,,,-0.6,-16.5,-4.63,-,6.21,-,K,Slider,Foul,80.3,2608.7,-,-,98.3%
2025-05-20 01:00:00,Top 6,1-2,0,R,R,T. Fay,P. Seals,-6.14,8:38,79.2,3.3886,1.37161,,,,-0.4,-8.6,-4.84,-,6.28,-,K,Slider,Strikeout (Swinging),82.7,2753.7,-,-,0.3%
2025-05-20 01:00:00,Top 6,0-0,1,R,L,T. Fay,C. Nicoletto,-7.26,8:30,74.8,2.55641,0.0651,,,,-1.2,-9.8,-4.16,88.9,6.48,65.2,IP_OUT,Slider,Ground Out,80.1,2552.1,86.7,-62.2,98.5%
2025-05-20 01:00:00,Top 6,0-0,2,R,L,T. Fay,M. Serna,-4.23,1:40,229.9,3.86761,-1.32046,,,,11.2,12.3,-0.01,-,6.61,-,BB,Fastball,Ball,93.4,2283.8,-,-,0.7%
2025-05-20 01:00:00,Top 6,1-0,2,R,L,T. Fay,M. Serna,-7.03,2:58,268.9,2.54214,-2.32457,,,,1.3,13.3,1.31,-,6.87,-,BB,Changeup,Ball,82.7,1769.5,-,-,0.0%
2025-05-20 01:00:00,Top 6,2-0,2,R,L,T. Fay,M. Serna,-7.53,2:34,257.1,1.09961,0.14556,,,,4.3,15.3,-1.30,-,6.60,-,BB,Sinker,Ball,92.7,2364.1,-,-,1.0%
2025-05-20 01:00:00,Top 6,3-0,2,R,L,T. Fay,M. Serna,-6.42,2:41,260.4,2.26998,-0.85437,,,,3.4,15.2,-0.25,-,6.45,-,BB,Sinker,Walk,91.9,2248.6,-,-,92.2%
2025-05-20 01:00:00,Top 6,0-0,2,R,R,T. Fay,T. Macon,-8.19,8:52,86.0,1.46235,1.7849,,,1,0.1,-14.9,-6.08,-,6.24,-,S,Slider,Strike Swinging,80.7,2653.3,-,-,0.0%
2025-05-20 01:00:00,Top 6,0-1,2,R,R,T. Fay,T. Macon,-7.21,9:08,94.2,2.21589,0.11014,,,1,2.4,-16.7,-4.38,-,6.50,-,S,Slider,Strike Looking,81.1,2618.2,-,-,98.1%
2025-05-20 01:00:00,Top 6,0-2,2,R,R,T. Fay,T. Macon,-6.75,8:35,77.5,2.88582,0.28697,,,1,-1.6,-12.6,-4.01,133.9,6.35,2.6,S,Slider,Single on a Line Drive,82.6,2574.7,90.6,5.1,97.8%
2025-05-20 01:00:00,Top 6,0-0,2,R,R,T. Fay,K. Knutson,-6.31,1:56,238.2,2.59998,-0.5013,,1,1,8.4,11.7,-0.94,44.0,6.77,19.5,IP_OUT,Changeup,Ground Out,84.3,1781.0,68.2,-74.9,98.2%
2025-05-20 01:00:00,Bot 6,0-0,0,L,R,W. Libbert,G. Staton,-4.49,10:32,135.8,3.30129,-0.30886,,,,14.2,-12.7,1.15,-,6.05,-,IP_OUT,Fastball,Strike Swinging,91.8,2388.2,-,-,82.1%
2025-05-20 01:00:00,Bot 6,0-1,0,L,R,W. Libbert,G. Staton,-5.64,10:26,133.0,2.18132,0.5337,,,,14.6,-14.5,-0.12,131.9,6.12,-18.5,IP_OUT,Fastball,Ground Out,91.5,2312.8,86.8,0.6,98.3%
2025-05-20 01:00:00,Bot 6,0-0,1,L,R,W. Libbert,B. Norton,-4.49,10:34,137.0,3.24966,1.47735,,,,13.6,-11.8,-0.65,-,6.11,-,IP_OUT,Fastball,Ball,91.9,2482.4,-,-,0.0%
2025-05-20 01:00:00,Bot 6,1-0,1,L,R,W. Libbert,B. Norton,-4.18,10:37,138.7,3.45137,-0.38991,,,,14.5,-11.8,1.34,156.8,6.24,-17.9,IP_OUT,Fastball,Pop Out,92.2,2469.6,72.4,60.4,62.5%
2025-05-20 01:00:00,Bot 6,0-0,2,L,L,W. Libbert,B. Fowler,-5.17,10:41,140.5,2.60953,0.37745,,,,14.9,-11.4,0.39,-,6.16,-,IP_OUT,Fastball,Foul,92.3,2337.6,-,-,97.3%
2025-05-20 01:00:00,Bot 6,0-1,2,L,L,W. Libbert,B. Fowler,-6.12,1:30,225.2,3.23465,-1.41216,,,,5.9,4.4,3.75,-,5.60,-,IP_OUT,Slider,Ball,81.6,2488.5,-,-,0.0%
2025-05-20 01:00:00,Bot 6,1-1,2,L,L,W. Libbert,B. Fowler,-6.30,2:41,260.7,3.24948,-0.94782,,,,2.8,9.6,3.73,266.0,5.66,-34.3,IP_OUT,Slider,Pop Out,80.8,2481.6,83.0,45.2,24.9%
2025-05-20 01:00:00,Top 7,0-0,0,L,L,M. Heiberger,K. Peer,-4.63,10:27,133.7,3.11809,0.8015,,,,12.2,-11.7,-0.04,-,6.52,-,S,Fastball,Strike Looking,92.9,1962.6,-,-,55.4%
2025-05-20 01:00:00,Top 7,0-1,0,L,L,M. Heiberger,K. Peer,-5.90,12:09,184.3,2.63273,-0.18059,,,,11.1,0.7,2.26,-,6.42,-,S,Slider,Strike Looking,84.4,2415.5,-,-,100.0%
2025-05-20 01:00:00,Top 7,0-2,0,L,L,M. Heiberger,K. Peer,-6.52,1:07,213.6,2.1268,-1.93014,,,,10.9,6.5,4.50,-,6.47,-,S,Slider,Ball,84.1,2314.8,-,-,0.0%
2025-05-20 01:00:00,Top 7,1-2,0,L,L,M. Heiberger,K. Peer,-3.89,10:28,134.2,3.80852,0.36344,,,,13.9,-13.2,0.20,-,6.31,-71.8,S,Fastball,Foul,92.9,2029.6,75.8,18.6,1.2%
2025-05-20 01:00:00,Top 7,1-2,0,L,L,M. Heiberger,K. Peer,-6.50,10:05,122.4,1.50229,-0.4765,,,,9.6,-13.8,0.95,-,6.56,-,S,Sinker,Ball,94.0,1991.3,-,-,31.4%
2025-05-20 01:00:00,Top 7,2-2,0,L,L,M. Heiberger,K. Peer,-4.71,10:00,119.9,3.27824,0.83031,,,,10.0,-15.7,-0.64,89.4,6.54,-3.4,S,Sinker,Single on a Ground Ball,92.8,1956.9,65.6,8.6,20.6%
2025-05-20 01:00:00,Top 7,0-0,0,L,R,M. Heiberger,C. Patterson,-4.80,10:21,130.6,3.28721,0.91007,,,1,10.3,-10.8,-0.24,-,6.64,-,K,Fastball,Strike Looking,90.7,1904.8,-,-,51.3%
2025-05-20 01:00:00,Top 7,0-1,0,L,R,M. Heiberger,C. Patterson,-5.27,10:13,126.6,2.91282,-1.06922,,,1,8.6,-10.4,1.65,-,6.62,-,K,Sinker,Ball,91.4,1989.5,-,-,10.4%
2025-05-20 01:00:00,Top 7,1-1,0,L,R,M. Heiberger,C. Patterson,-4.97,9:37,108.5,3.34657,0.16634,,,1,5.4,-13.6,0.29,-,6.47,64.3,K,Sinker,Foul,92.7,1983.6,94.3,6.5,66.4%
2025-05-20 01:00:00,Top 7,1-2,1,L,R,M. Heiberger,C. Patterson,-5.21,12:00,179.9,3.10858,0.30117,,,,12.3,-0.0,1.61,-,6.61,-,K,Slider,Strikeout (Swinging),85.5,2144.5,-,-,97.4%
2025-05-20 01:00:00,Top 7,0-0,2,L,L,M. Heiberger,B. Daniels,-5.74,10:13,126.4,2.29696,-0.29048,,,,11.2,-13.8,0.57,-,6.63,-,HBP,Fastball,Strike Looking,91.2,1890.9,-,-,99.2%
2025-05-20 01:00:00,Top 7,0-1,2,L,L,M. Heiberger,B. Daniels,-5.71,10:11,125.7,2.44495,0.17659,,,,11.0,-13.9,0.11,-,6.53,-,HBP,Fastball,Strike Looking,91.5,1977.7,-,-,97.1%
2025-05-20 01:00:00,Top 7,0-2,2,L,L,M. Heiberger,B. Daniels,-2.84,10:32,136.2,4.81829,2.3003,,,,14.9,-13.2,-2.08,-,6.41,-,HBP,Fastball,Hit By Pitch,92.5,2296.9,-,-,0.0%
2025-05-20 01:00:00,Top 7,0-0,2,L,R,M. Heiberger,J. Lovich,-5.54,9:51,115.7,2.76618,0.57626,,,1,9.4,-17.6,-0.58,143.3,6.59,11.3,S,Sinker,Single on a Ground Ball,91.6,2072.2,106.4,1.3,98.8%
2025-05-20 01:00:00,Top 7,0-0,2,R,R,B. Myers,P. Seals,-7.84,9:00,90.2,1.79884,1.17138,1,,1,1.5,-17.6,-5.41,-,6.28,-,K,Slider,Ball,81.4,2379.7,-,-,25.1%
2025-05-20 01:00:00,Top 7,1-0,2,R,R,B. Myers,P. Seals,-7.28,9:18,99.0,2.187,-1.20058,1,,1,3.9,-15.4,-2.52,-,6.22,-12.4,K,Slider,Ball,79.2,2450.3,34.0,-1.6,7.6%
2025-05-20 01:00:00,Top 7,2-0,2,R,R,B. Myers,P. Seals,-4.82,12:36,198.1,2.34732,1.43853,1,,1,19.2,5.9,-3.23,-,7.00,-,K,Fastball,Ball,91.9,2440.9,-,-,2.9%
2025-05-20 01:00:00,Top 7,3-0,2,R,R,B. Myers,P. Seals,-4.98,12:45,202.7,2.18504,0.86685,1,,1,20.7,8.2,-2.23,-,6.80,-,K,Fastball,Strike Looking,92.3,2508.8,-,-,94.9%
2025-05-20 01:00:00,Top 7,3-1,2,R,R,B. Myers,P. Seals,-6.34,10:13,126.6,2.49621,-0.75991,1,,1,9.2,-10.5,-2.48,-,6.23,121.9,K,Slider,Foul,80.5,2393.8,60.0,53.7,93.7%
2025-05-20 01:00:00,Top 7,3-2,2,R,R,B. Myers,P. Seals,-7.22,9:54,116.9,1.73476,-0.79328,1,,1,8.1,-13.2,-2.66,-,6.36,-,K,Slider,Strikeout (Looking),81.2,2417.3,-,-,60.6%
2025-05-20 01:00:00,Bot 7,0-0,0,L,R,W. Libbert,J. Lebron,-5.05,10:30,134.8,2.70521,0.34172,,,,14.3,-13.3,0.32,-,6.09,-,BB,Fastball,Strike Swinging,90.9,2252.8,-,-,96.2%
2025-05-20 01:00:00,Bot 7,0-1,0,L,R,W. Libbert,J. Lebron,-3.58,10:31,135.5,4.08435,1.37934,,,,14.8,-13.5,-0.81,-,5.97,-,BB,Fastball,Ball,92.9,2365.8,-,-,0.0%
2025-05-20 01:00:00,Bot 7,1-1,0,L,R,W. Libbert,J. Lebron,-6.53,9:23,101.5,2.43125,-0.49548,,,,4.1,-14.5,1.12,-,6.27,-,BB,Changeup,Ball,87.2,1698.3,-,-,97.7%
2025-05-20 01:00:00,Bot 7,2-1,0,L,R,W. Libbert,J. Lebron,-4.17,10:48,144.1,3.45886,1.53961,,,,14.3,-9.7,-0.56,-,6.33,-,BB,Fastball,Ball,92.2,2393.4,-,-,0.0%
2025-05-20 01:00:00,Bot 7,3-1,0,L,R,W. Libbert,J. Lebron,-5.80,10:38,139.2,1.85193,1.06633,,,,15.8,-12.7,-0.55,-,6.25,-,BB,Fastball,Walk,92.1,2357.6,-,-,55.4%
2025-05-20 01:00:00,Bot 7,0-0,0,L,L,W. Libbert,K. Snell,-5.15,2:32,256.2,4.48961,-1.16531,,,1,3.3,8.0,4.02,-,5.72,-,FC,Slider,Ball,79.8,2347.1,-,-,0.0%
2025-05-20 01:00:00,Bot 7,1-0,0,L,L,W. Libbert,K. Snell,-4.81,10:41,140.5,2.86255,-0.44223,,,1,15.2,-11.7,1.26,130.5,6.47,14.1,FC,Fastball,Fielder's Choice,92.4,2361.5,93.8,-25.7,99.2%
2025-05-20 01:00:00,Bot 7,0-0,1,L,R,W. Libbert,R. Bonomolo Jr.,-4.49,10:24,132.1,3.15878,1.3994,,,1,15.0,-15.5,-0.99,-,6.31,-,S,Fastball,Ball,91.7,2337.6,-,-,2.0%
2025-05-20 01:00:00,Bot 7,1-0,1,L,R,W. Libbert,R. Bonomolo Jr.,-6.34,9:31,105.6,2.46643,-0.62473,,,1,5.0,-14.2,1.40,-,6.01,-,S,Changeup,Strike Looking,86.7,1592.2,-,-,99.6%
2025-05-20 01:00:00,Bot 7,1-1,1,L,R,W. Libbert,R. Bonomolo Jr.,-5.40,10:47,143.7,2.14551,0.0379,,,1,16.5,-11.4,0.97,-,6.13,-54.9,S,Fastball,Foul,92.2,2374.0,93.0,-6.0,97.3%
2025-05-20 01:00:00,Bot 7,1-2,1,L,R,W. Libbert,R. Bonomolo Jr.,-5.26,10:37,138.5,2.3781,0.15798,,,1,15.4,-12.6,0.60,139.4,6.08,15.7,S,Fastball,Single on a Line Drive,93.3,2434.3,100.4,6.7,98.4%
2025-05-20 01:00:00,Bot 7,0-0,1,L,L,W. Libbert,W. Hodo,-8.19,2:04,241.8,1.25648,-3.25098,,1,1,8.1,12.6,6.60,-,5.80,-,SF,Slider,Ball,79.3,2416.5,-,-,0.0%
2025-05-20 01:00:00,Bot 7,1-0,1,L,L,W. Libbert,W. Hodo,-4.13,10:25,132.4,3.66974,0.33505,1,1,,12.4,-12.5,0.46,331.6,6.32,-15.0,SF,Fastball,Sac Fly,92.2,2282.9,92.6,33.9,17.1%
2025-05-20 01:00:00,Bot 7,0-0,2,L,R,W. Libbert,J. Torres,-5.51,9:12,96.0,3.63585,1.17018,,1,,2.7,-15.0,-0.57,-,6.28,-,IP_OUT,Changeup,Ball,85.3,1652.8,-,-,0.7%
2025-05-20 01:00:00,Bot 7,1-0,2,L,R,W. Libbert,J. Torres,-5.82,9:24,102.2,3.03811,0.63748,,1,,4.5,-15.5,-0.17,293.4,6.01,-9.3,IP_OUT,Changeup,Fly Out,86.1,1598.7,84.7,42.3,96.4%
2025-05-20 01:00:00,Top 8,0-0,0,R,L,B. Myers,C. Nicoletto,-6.38,2:21,250.6,2.37933,-1.12937,,,,7.0,16.4,0.06,-,7.17,-,K,Changeup,Ball,83.9,2256.6,-,-,38.8%
2025-05-20 01:00:00,Top 8,1-0,0,R,L,B. Myers,C. Nicoletto,-6.52,10:00,119.8,2.47092,-0.71183,,,,7.8,-11.4,-2.74,-,6.30,-60.1,K,Slider,Foul,80.7,2476.0,81.3,58.2,97.0%
2025-05-20 01:00:00,Top 8,1-1,0,R,L,B. Myers,C. Nicoletto,-5.65,12:52,206.1,1.84006,0.50281,,,,15.6,7.2,-1.88,-,6.80,-,K,Fastball,Strike Looking,92.5,2329.3,-,-,96.6%
2025-05-20 01:00:00,Top 8,1-2,0,R,L,B. Myers,C. Nicoletto,-8.01,2:40,260.2,1.02185,-1.02086,,,,3.9,15.5,0.12,-,7.32,-,K,Changeup,Foul,86.3,2136.7,-,-,0.5%
